Silence,DFAexp,sub_id,ch
1,0.6387390124798665,3.0,0.0
1,0.6340768466153693,3.0,1.0
1,0.6944074781418352,3.0,2.0
1,0.6568727715009092,3.0,3.0
1,0.6010389603647391,3.0,4.0
1,0.6879407011173251,3.0,5.0
1,0.6363003486757088,3.0,6.0
1,0.6803456214684175,3.0,7.0
1,0.71540475271567,3.0,8.0
1,0.6087379176870257,3.0,9.0
2,0.7250360843838245,3.0,0.0
2,0.7088414089387275,3.0,1.0
2,0.684719250650944,3.0,2.0
2,0.6130848327248459,3.0,3.0
2,0.6598299404171223,3.0,4.0
2,0.6781514377475403,3.0,5.0
2,0.7077875130638964,3.0,6.0
2,0.6513803876705153,3.0,7.0
2,0.6125646174693586,3.0,8.0
2,0.6252271175072057,3.0,9.0
1,0.7187694283528737,7.0,0.0
1,0.6856436993436755,7.0,1.0
1,0.5872488302642949,7.0,2.0
1,0.6976220443478848,7.0,3.0
1,0.7395939448234654,7.0,4.0
1,0.6611858929241375,7.0,5.0
2,0.7181168094255156,7.0,0.0
2,0.7288224790602753,7.0,1.0
2,0.6710918564623571,7.0,2.0
2,0.6495747589032761,7.0,3.0
2,0.7165461375149823,7.0,4.0
2,0.7444897758115109,7.0,5.0
2,0.6785710800973863,7.0,6.0
2,0.6686239366058139,7.0,7.0
1,0.7001395408559272,2.0,0.0
1,0.7111812881512719,2.0,1.0
1,0.7627617305256859,2.0,2.0
1,0.7597223347300106,2.0,3.0
1,0.707023589486172,2.0,4.0
1,0.7503201889309783,2.0,5.0
2,0.8311129515714034,2.0,0.0
2,0.815646776787523,2.0,1.0
2,0.8314570071277999,2.0,2.0
2,0.7955462099055011,2.0,3.0
2,0.7904910129257808,2.0,4.0
2,0.7201317369592108,2.0,5.0
2,0.7327925696966265,2.0,6.0
2,0.8765729733405128,2.0,7.0
2,0.7997831381951358,2.0,8.0
2,0.7597314627104271,2.0,9.0
1,0.6976687861861773,5.0,0.0
1,0.5853992937169905,5.0,1.0
1,0.6956668414598426,5.0,2.0
1,0.7268449763885292,5.0,3.0
1,0.7493427393367876,5.0,4.0
1,0.7528921299805025,5.0,5.0
1,0.714683003336504,5.0,6.0
1,0.6782087750468813,5.0,7.0
1,0.7530802916134051,5.0,8.0
1,0.7337237264761697,5.0,9.0
2,0.6679933026918635,5.0,0.0
2,0.6580564239796238,5.0,1.0
2,0.6503677251730584,5.0,2.0
2,0.6500235389418022,5.0,3.0
2,0.68920047711135,5.0,4.0
2,0.6626570230481983,5.0,5.0
2,0.6823881008703593,5.0,6.0
2,0.7444894642525425,5.0,7.0
1,0.7172406619898545,6.0,0.0
1,0.6428911376123401,6.0,1.0
1,0.6726939801046817,6.0,2.0
1,0.7292985089118776,6.0,3.0
1,0.7069137662508429,6.0,4.0
