Silence,DFAexp,sub_id,ch
1,0.9749220505813296,4.0,0.0
1,0.8794626987847058,4.0,1.0
1,0.8493255054368711,4.0,2.0
1,0.8591603530864722,4.0,3.0
1,1.0641777493218023,4.0,4.0
1,0.9792503361651881,4.0,5.0
1,0.8761877362979625,4.0,6.0
1,0.8822608831688803,4.0,7.0
1,0.830754949469445,4.0,8.0
1,0.8476134608187456,4.0,9.0
1,1.1207222366558753,5.0,0.0
1,1.1490052168215077,5.0,1.0
1,1.1452514099639393,5.0,2.0
1,1.1428377309368016,5.0,3.0
1,1.147356441305649,5.0,4.0
1,1.1419886052811454,5.0,5.0
1,1.1423466850011883,5.0,6.0
1,1.1304975205976753,5.0,7.0
1,1.1378125729119404,5.0,8.0
1,1.0164691813477087,5.0,9.0
1,1.0650612129021495,6.0,0.0
1,1.0339078651791598,6.0,1.0
1,1.0396905358907678,6.0,2.0
1,1.0102879806137528,6.0,3.0
1,0.9925300639450144,6.0,4.0
1,0.8819634011654531,7.0,0.0
1,1.0447952556013234,7.0,1.0
1,0.843479174552098,7.0,2.0
1,0.8335767282764569,7.0,3.0
1,0.82021405606051,7.0,4.0
1,0.8110221693984858,7.0,5.0
1,0.8497049496671327,7.0,6.0
1,0.8107397610492502,7.0,7.0
1,0.9540729429336419,7.0,8.0
1,0.7959734328825894,8.0,0.0
1,0.7111438102722156,8.0,1.0
1,0.8256528665096474,8.0,2.0
1,0.6804961280397376,8.0,3.0
1,0.6844611022185854,8.0,4.0
1,0.7690194983310432,8.0,5.0
1,0.5985445220385796,8.0,6.0
1,0.6376283817950146,8.0,7.0
1,0.621493995768897,8.0,8.0
1,0.6264874467088586,8.0,9.0
1,1.0628507000130534,9.0,0.0
1,1.065397639387268,9.0,1.0
1,1.0554660613998046,9.0,2.0
1,1.0289268120637847,9.0,3.0
1,1.0322600813481437,9.0,4.0
1,1.0518666735892621,9.0,5.0
1,1.040443387900533,9.0,6.0
1,1.037342780035494,9.0,7.0
1,0.9239277038618585,10.0,0.0
1,0.9169511276140735,10.0,1.0
1,0.8885209158078748,10.0,2.0
1,0.8291826977178651,10.0,3.0
1,0.8725088118926436,10.0,4.0
1,0.940378536755384,10.0,5.0
1,0.8804929892391877,10.0,6.0
1,0.8719571635567098,10.0,7.0
1,0.8757918682556185,10.0,8.0
1,0.7932244367625356,11.0,0.0
1,0.797794014398612,11.0,1.0
1,0.7716476990884389,11.0,2.0
1,0.8029496972422308,11.0,3.0
1,0.7872957800827769,11.0,4.0
1,0.7764894941949252,11.0,5.0
1,0.7949910515527487,11.0,6.0
1,0.8280367515517377,11.0,7.0
1,1.0410710014189408,12.0,0.0
1,1.0715732548616304,12.0,1.0
1,1.06209564792291,12.0,2.0
1,1.0572847196997874,12.0,3.0
